,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
0,67addefe66a44f12b734b570,ITC,EQ,N,413.95,409.0,409.95,409.7,410.0,409.9,12989029,5340310573.9,471.5,407.6,185598,INE154A01025,2025-02-13,2025-02-12T18:30:00.000Z,2025-02-13T12:01:02.672Z,2025-02-13T12:01:02.672Z,0,,411.14,13-Feb-2025,
1,67af307e8e0d781dcf0321e4,ITC,EQ,N,416.2,408.4,411.75,410.25,410.0,409.7,14124236,5810870731.0,471.5,407.6,199616,INE154A01025,2025-02-14,2025-02-13T18:30:00.000Z,2025-02-14T12:01:02.722Z,2025-02-14T12:01:02.722Z,0,,411.41,14-Feb-2025,
2,67b3262ba7740e46fd49d26f,ITC,EQ,N,411.4,406.75,409.8,408.6,408.6,410.25,11975265,4897417889.1,471.5,406.75,285419,INE154A01025,2025-02-17,2025-02-16T18:30:00.000Z,2025-02-17T12:06:03.261Z,2025-02-17T12:06:03.261Z,0,,408.96,17-Feb-2025,
3,67b4767e1636fbae384faf1b,ITC,EQ,N,410.85,404.0,408.0,405.25,404.9,408.6,12998403,5284237636.8,471.5,404.0,208753,INE154A01025,2025-02-18,2025-02-17T18:30:00.000Z,2025-02-18T12:01:02.482Z,2025-02-18T12:01:02.482Z,0,,406.53,18-Feb-2025,
4,67b5c7fe7e7ffa599fa051d6,ITC,EQ,N,408.8,404.5,404.8,406.4,406.2,405.25,7079032,2880411815.9,471.5,404.0,88693,INE154A01025,2025-02-19,2025-02-18T18:30:00.000Z,2025-02-19T12:01:02.644Z,2025-02-19T12:01:02.644Z,0,,406.89,19-Feb-2025,
5,67b7197eaade1724254a9581,ITC,EQ,N,403.9,396.2,399.95,402.05,402.0,406.4,15355585,6162379397.35,471.5,396.2,226856,INE154A01025,2025-02-20,2025-02-19T18:30:00.000Z,2025-02-20T12:01:02.669Z,2025-02-20T12:01:02.669Z,0,,401.31,20-Feb-2025,
6,67b86afe2793167e388cfaee,ITC,EQ,N,403.25,399.2,402.05,400.9,400.7,402.05,8240986,3302544309.75,471.5,396.2,175217,INE154A01025,2025-02-21,2025-02-20T18:30:00.000Z,2025-02-21T12:01:02.844Z,2025-02-21T12:01:02.844Z,0,,400.75,21-Feb-2025,
7,67bc5f7edddbb6bca9961a91,ITC,EQ,N,403.4,398.75,400.0,401.9,402.0,400.9,7037625,2828832996.75,471.5,396.2,121155,INE154A01025,2025-02-24,2025-02-23T18:30:00.000Z,2025-02-24T12:01:02.539Z,2025-02-24T12:01:02.539Z,0,,401.96,24-Feb-2025,
8,67bdb0ffdddbb6bca9963f97,ITC,EQ,N,407.0,400.5,402.0,404.85,404.0,401.9,15760891,6369071142.95,471.5,396.2,138641,INE154A01025,2025-02-25,2025-02-24T18:30:00.000Z,2025-02-25T12:01:03.943Z,2025-02-25T12:01:03.943Z,0,,404.11,25-Feb-2025,
9,67c053fe184940d9be682395,ITC,EQ,N,406.5,399.5,404.85,401.6,401.5,404.85,19051003,7653697871.25,471.5,396.2,163369,INE154A01025,2025-02-27,2025-02-26T18:30:00.000Z,2025-02-27T12:01:02.880Z,2025-02-27T12:01:02.880Z,0,,401.75,27-Feb-2025,
10,67c1a57ed7d0f984cb108f37,ITC,EQ,N,402.5,392.2,399.0,395.0,395.9,401.6,31954776,12615432840.9,471.5,392.2,244503,INE154A01025,2025-02-28,2025-02-27T18:30:00.000Z,2025-02-28T12:01:02.748Z,2025-02-28T12:01:02.748Z,0,,394.79,28-Feb-2025,
