,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
27,6798c6fe34cf82969106685a,HDFCBANK,EQ,N,1684.3,1647.0,1647.0,1670.4,1673.3,1629.8,15089656,25208271808.85,1880.0,1363.55,350835,INE040A01034,2025-01-28,2025-01-27T18:30:00.000Z,2025-01-28T12:01:02.599Z,2025-01-28T12:01:02.599Z,0,,1670.57,28-Jan-2025,
28,679a187ed558bb5ab98f56d4,HDFCBANK,EQ,N,1681.15,1668.85,1675.0,1677.3,1676.0,1670.4,6309945,10571994646.45,1880.0,1363.55,196187,INE040A01034,2025-01-29,2025-01-28T18:30:00.000Z,2025-01-29T12:01:02.547Z,2025-01-29T12:01:02.547Z,0,,1675.45,29-Jan-2025,
29,679b69ffd482007f3438dfa2,HDFCBANK,EQ,N,1697.9,1672.55,1681.0,1691.5,1693.1,1677.3,12872423,21699404205.05,1880.0,1363.55,263161,INE040A01034,2025-01-30,2025-01-29T18:30:00.000Z,2025-01-30T12:01:03.108Z,2025-01-30T12:01:03.108Z,0,,1685.73,30-Jan-2025,
30,679cbb7ee74dad1cfe69aaa7,HDFCBANK,EQ,N,1704.7,1683.95,1687.25,1698.75,1699.5,1691.5,7910843,13420873179.4,1880.0,1363.55,215938,INE040A01034,2025-01-31,2025-01-30T18:30:00.000Z,2025-01-31T12:01:02.825Z,2025-01-31T12:01:02.825Z,0,,1696.52,31-Jan-2025,
31,679e0cfef197463ec467a4b1,HDFCBANK,EQ,N,1713.0,1676.05,1697.5,1690.95,1692.0,1698.75,2793764,4733238897.95,1880.0,1363.55,88839,INE040A01034,2025-02-01,2025-01-31T18:30:00.000Z,2025-02-01T12:01:02.923Z,2025-02-01T12:01:02.923Z,0,,1694.22,01-Feb-2025,
32,67a0affeb4dec8513df4ec6c,HDFCBANK,EQ,N,1686.8,1663.45,1670.0,1678.0,1679.6,1690.95,10138270,17027093333.7,1880.0,1363.55,230780,INE040A01034,2025-02-03,2025-02-02T18:30:00.000Z,2025-02-03T12:01:02.370Z,2025-02-03T12:01:02.370Z,0,,1679.49,03-Feb-2025,
33,67a2017e5b596406d3b5f635,HDFCBANK,EQ,N,1725.8,1680.05,1688.7,1720.9,1716.3,1678.0,14308251,24480395914.25,1880.0,1363.55,342091,INE040A01034,2025-02-04,2025-02-03T18:30:00.000Z,2025-02-04T12:01:02.875Z,2025-02-04T12:01:02.875Z,0,,1710.93,04-Feb-2025,
34,67a352fe64c63b2d06d026ae,HDFCBANK,EQ,N,1744.2,1718.9,1733.0,1737.8,1734.8,1720.9,11837753,20524785237.35,1880.0,1363.55,275185,INE040A01034,2025-02-05,2025-02-04T18:30:00.000Z,2025-02-05T12:01:02.355Z,2025-02-05T12:01:02.355Z,0,,1733.84,05-Feb-2025,
35,67a4a47ff0c08fbfa1941d8f,HDFCBANK,EQ,N,1749.0,1724.0,1735.5,1743.85,1746.5,1737.8,13380358,23225008521.55,1880.0,1363.55,225108,INE040A01034,2025-02-06,2025-02-05T18:30:00.000Z,2025-02-06T12:01:03.227Z,2025-02-06T12:01:03.227Z,0,,1735.75,06-Feb-2025,
36,67a5f5fe9f0acd251c73ed00,HDFCBANK,EQ,N,1767.0,1725.0,1750.0,1732.75,1732.0,1743.85,11754800,20512007682.55,1880.0,1363.55,326327,INE040A01034,2025-02-07,2025-02-06T18:30:00.000Z,2025-02-07T12:01:02.852Z,2025-02-07T12:01:02.852Z,0,,1744.99,07-Feb-2025,
37,67a9ea7f15b873eaf99543b9,HDFCBANK,EQ,N,1723.45,1708.5,1717.3,1715.75,1716.6,1732.75,8597975,14750390095.15,1880.0,1363.55,175150,INE040A01034,2025-02-10,2025-02-09T18:30:00.000Z,2025-02-10T12:01:03.103Z,2025-02-10T12:01:03.103Z,0,,1715.57,10-Feb-2025,
38,67ab3bff85f54dccaefe0cab,HDFCBANK,EQ,N,1711.0,1688.7,1703.0,1701.4,1700.95,1715.75,11362352,19316630388.15,1880.0,1363.55,182730,INE040A01034,2025-02-11,2025-02-10T18:30:00.000Z,2025-02-11T12:01:03.151Z,2025-02-11T12:01:03.151Z,0,,1700.06,11-Feb-2025,
39,67ac8d7eb6348ac3a2cec823,HDFCBANK,EQ,N,1712.0,1681.2,1693.0,1706.8,1710.65,1701.4,11404785,19349271431.55,1880.0,1363.55,286053,INE040A01034,2025-02-12,2025-02-11T18:30:00.000Z,2025-02-12T12:01:02.454Z,2025-02-12T12:01:02.454Z,0,,1696.59,12-Feb-2025,
40,67addefe66a44f12b734b546,HDFCBANK,EQ,N,1714.25,1693.55,1699.0,1697.7,1698.95,1706.8,6301217,10730216799.15,1880.0,1363.55,200278,INE040A01034,2025-02-13,2025-02-12T18:30:00.000Z,2025-02-13T12:01:02.660Z,2025-02-13T12:01:02.660Z,0,,1702.88,13-Feb-2025,
41,67446938ade043122ffefe84,HDFCBANK,EQ,N,1803.55,1764.9,1785.05,1785.6,1778.95,1745.6,213868637,381639143690.1,1803.55,1363.55,600228,INE040A01034,2024-11-25,2024-11-24T18:30:00.000Z,2024-11-25T12:10:32.220Z,2024-11-25T12:10:32.220Z,0,,1784.46,25-Nov-2024,
42,6745b85c92e9a1a6f6c20fe2,HDFCBANK,EQ,N,1810.0,1769.8,1810.0,1785.55,1786.4,1785.6,15467783,27606061237.4,1810.0,1363.55,261322,INE040A01034,2024-11-26,2024-11-25T18:30:00.000Z,2024-11-26T12:00:28.355Z,2024-11-26T12:00:28.355Z,0,,1784.75,26-Nov-2024,
43,674709fe95724a0f1a752563,HDFCBANK,EQ,N,1817.35,1785.15,1789.9,1812.3,1809.5,1785.55,16357488,29469224217.6,1817.35,1363.55,330771,INE040A01034,2024-11-27,2024-11-26T18:30:00.000Z,2024-11-27T12:01:02.870Z,2024-11-27T12:01:02.870Z,0,,1801.57,27-Nov-2024,
44,6748852b698d46a5805dfc7e,HDFCBANK,EQ,N,1836.1,1788.0,1819.0,1793.15,1793.0,1812.3,17861196,32301109888.9,1836.1,1363.55,379898,INE040A01034,2024-11-28,2024-11-27T18:30:00.000Z,2024-11-28T14:58:51.204Z,2024-11-28T14:58:51.204Z,0,,1808.45,28-Nov-2024,
45,6749c28903e42dbdbf1f4909,HDFCBANK,EQ,N,1804.6,1782.9,1801.3,1796.05,1795.5,1793.15,13834768,24818389358.55,1836.1,1363.55,377555,INE040A01034,2024-11-29,2024-11-28T18:30:00.000Z,2024-11-29T13:32:57.177Z,2024-11-29T13:32:57.177Z,0,,1793.91,29-Nov-2024,
46,674da17f9877930d399cb17e,HDFCBANK,EQ,N,1808.15,1775.0,1803.5,1804.7,1805.95,1796.05,7555438,13537940498.05,1836.1,1363.55,219254,INE040A01034,2024-12-02,2024-12-01T18:30:00.000Z,2024-12-02T12:01:03.088Z,2024-12-02T12:01:03.088Z,0,,1791.81,02-Dec-2024,
47,674ef2fe255fd66265b2200c,HDFCBANK,EQ,N,1837.4,1816.1,1822.7,1826.3,1825.3,1804.7,21705121,39660723545.25,1837.4,1363.55,304635,INE040A01034,2024-12-03,2024-12-02T18:30:00.000Z,2024-12-03T12:01:02.334Z,2024-12-03T12:01:02.334Z,0,,1827.25,03-Dec-2024,
48,6750447e5efd600b138be819,HDFCBANK,EQ,N,1865.0,1831.15,1838.0,1860.1,1856.8,1826.3,22334542,41427249107.9,1865.0,1363.55,436235,INE040A01034,2024-12-04,2024-12-03T18:30:00.000Z,2024-12-04T12:01:02.348Z,2024-12-04T12:01:02.348Z,0,,1854.85,04-Dec-2024,
49,675195fe8acca1b1a49d7a26,HDFCBANK,EQ,N,1879.95,1835.2,1860.0,1865.75,1864.85,1860.1,19841357,36953040114.3,1879.95,1363.55,436462,INE040A01034,2024-12-05,2024-12-04T18:30:00.000Z,2024-12-05T12:01:02.535Z,2024-12-05T12:01:02.535Z,0,,1862.43,05-Dec-2024,
50,6752e75b2630ec1e3268550c,HDFCBANK,EQ,N,1864.2,1844.0,1857.0,1855.85,1855.45,1865.75,8891578,16509303748.1,1879.95,1363.55,306905,INE040A01034,2024-12-06,2024-12-05T18:30:00.000Z,2024-12-06T12:00:27.841Z,2024-12-06T12:00:27.841Z,0,,1856.73,06-Dec-2024,
51,6756dbfe39a54ec28ecfb4c8,HDFCBANK,EQ,N,1880.0,1849.0,1853.65,1870.0,1867.55,1855.85,13473956,25211039597.45,1880.0,1363.55,234236,INE040A01034,2024-12-09,2024-12-08T18:30:00.000Z,2024-12-09T12:01:02.192Z,2024-12-09T12:01:02.192Z,0,,1871.09,09-Dec-2024,
52,67582d7f16c352e2b141f1ae,HDFCBANK,EQ,N,1877.7,1858.55,1877.7,1868.1,1867.65,1870.0,6662740,12441343169.15,1880.0,1363.55,231195,INE040A01034,2024-12-10,2024-12-09T18:30:00.000Z,2024-12-10T12:01:03.045Z,2024-12-10T12:01:03.045Z,0,,1867.3,10-Dec-2024,
53,67597edb69e32eca3c967734,HDFCBANK,EQ,N,1871.9,1856.75,1861.7,1863.1,1862.5,1868.1,7022713,13090328471.35,1880.0,1363.55,233801,INE040A01034,2024-12-11,2024-12-10T18:30:00.000Z,2024-12-11T12:00:27.425Z,2024-12-11T12:00:27.425Z,0,,1864.0,11-Dec-2024,
54,675ad2b8aba46b69d504710c,HDFCBANK,EQ,N,1868.65,1848.7,1851.0,1859.25,1858.0,1863.1,8646895,16069241440.6,1880.0,1363.55,201479,INE040A01034,2024-12-12,2024-12-11T18:30:00.000Z,2024-12-12T12:10:32.202Z,2024-12-12T12:10:32.202Z,0,,1858.38,12-Dec-2024,
55,675c232b39a54ec28ecfc6dc,HDFCBANK,EQ,N,1875.0,1829.25,1862.5,1871.75,1873.3,1859.25,9504501,17662074120.8,1880.0,1363.55,218405,INE040A01034,2024-12-13,2024-12-12T18:30:00.000Z,2024-12-13T12:06:03.629Z,2024-12-13T12:06:03.629Z,0,,1858.29,13-Dec-2024,
56,6760167feaa921f6ae66b9d0,HDFCBANK,EQ,N,1869.95,1855.25,1865.1,1865.2,1862.0,1871.75,6553541,12211702096.0,1880.0,1363.55,177602,INE040A01034,2024-12-16,2024-12-15T18:30:00.000Z,2024-12-16T12:01:03.185Z,2024-12-16T12:01:03.185Z,0,,1863.37,16-Dec-2024,
57,676167dbda3f93657ef44eec,HDFCBANK,EQ,N,1862.35,1826.5,1856.35,1833.25,1829.9,1865.2,10539766,19396785094.9,1880.0,1363.55,273231,INE040A01034,2024-12-17,2024-12-16T18:30:00.000Z,2024-12-17T12:00:27.664Z,2024-12-17T12:00:27.664Z,0,,1840.34,17-Dec-2024,
58,6762b95b0fa404e90897e818,HDFCBANK,EQ,N,1836.0,1807.15,1829.85,1810.7,1812.0,1833.25,11711156,21285273596.85,1880.0,1363.55,235785,INE040A01034,2024-12-18,2024-12-17T18:30:00.000Z,2024-12-18T12:00:27.304Z,2024-12-18T12:00:27.304Z,0,,1817.52,18-Dec-2024,
59,67640afe0fa404e90897f4f0,HDFCBANK,EQ,N,1801.1,1779.0,1799.6,1793.5,1794.0,1810.7,12690385,22733148296.1,1880.0,1363.55,226833,INE040A01034,2024-12-19,2024-12-18T18:30:00.000Z,2024-12-19T12:01:02.558Z,2024-12-19T12:01:02.558Z,0,,1791.37,19-Dec-2024,
60,67655c7e8a68cdbf78106d1a,HDFCBANK,EQ,N,1797.55,1767.05,1782.2,1771.5,1777.1,1793.5,12846174,22846837948.65,1880.0,1363.55,248859,INE040A01034,2024-12-20,2024-12-19T18:30:00.000Z,2024-12-20T12:01:02.482Z,2024-12-20T12:01:02.482Z,0,,1778.49,20-Dec-2024,
61,676950fed102eff4ef7dc3a7,HDFCBANK,EQ,N,1806.0,1781.3,1782.0,1801.0,1802.0,1771.5,5522296,9931339240.15,1880.0,1363.55,196041,INE040A01034,2024-12-23,2024-12-22T18:30:00.000Z,2024-12-23T12:01:02.921Z,2024-12-23T12:01:02.921Z,0,,1798.41,23-Dec-2024,
62,676aa25b860a445c03ce219c,HDFCBANK,EQ,N,1808.7,1789.55,1802.05,1798.1,1799.65,1801.0,7242917,13028270259.6,1880.0,1363.55,186401,INE040A01034,2024-12-24,2024-12-23T18:30:00.000Z,2024-12-24T12:00:27.050Z,2024-12-24T12:00:27.050Z,0,,1798.76,24-Dec-2024,
63,676d457e8d87f25407c72147,HDFCBANK,EQ,N,1812.0,1780.75,1798.55,1790.75,1792.5,1798.1,5240839,9400810018.35,1880.0,1363.55,206346,INE040A01034,2024-12-26,2024-12-25T18:30:00.000Z,2024-12-26T12:01:02.278Z,2024-12-26T12:01:02.278Z,0,,1793.76,26-Dec-2024,
64,676e96dd9d250c1c5727f557,HDFCBANK,EQ,N,1805.95,1789.1,1794.8,1798.25,1801.0,1790.75,3629665,6519260348.4,1880.0,1363.55,118374,INE040A01034,2024-12-27,2024-12-26T18:30:00.000Z,2024-12-27T12:00:29.052Z,2024-12-27T12:00:29.052Z,0,,1796.11,27-Dec-2024,
65,67728b7e3592730a18a58d80,HDFCBANK,EQ,N,1815.0,1771.0,1792.2,1777.9,1784.0,1798.25,11111109,19835603545.9,1880.0,1363.55,242576,INE040A01034,2024-12-30,2024-12-29T18:30:00.000Z,2024-12-30T12:01:02.504Z,2024-12-30T12:01:02.504Z,0,,1785.2,30-Dec-2024,
66,6773dcfec3d8efb79b691cf2,HDFCBANK,EQ,N,1781.8,1765.6,1770.3,1772.85,1772.0,1777.9,7058618,12515466451.75,1880.0,1363.55,178863,INE040A01034,2024-12-31,2024-12-30T18:30:00.000Z,2024-12-31T12:01:02.352Z,2024-12-31T12:01:02.352Z,0,,1773.08,31-Dec-2024,
67,67754d8483a0536ae32629ab,HDFCBANK,EQ,N,1794.0,1761.1,1773.45,1782.75,1784.95,1772.85,3656903,6513766065.7,1880.0,1363.55,137050,INE040A01034,2025-01-01,2024-12-31T18:30:00.000Z,2025-01-01T14:13:24.124Z,2025-01-01T14:13:24.124Z,0,,1781.22,01-Jan-2025,
68,67767fe28e551d4196790335,HDFCBANK,EQ,N,1803.45,1773.0,1777.1,1793.75,1792.35,1782.75,9279288,16628452536.95,1880.0,1363.55,207825,INE040A01034,2025-01-02,2025-01-01T18:30:00.000Z,2025-01-02T12:00:34.653Z,2025-01-02T12:00:34.653Z,0,,1792.0,02-Jan-2025,
69,6777d15b101d5844b955f078,HDFCBANK,EQ,N,1795.25,1746.3,1791.0,1749.2,1748.4,1793.75,12213097,21477958569.15,1880.0,1363.55,331392,INE040A01034,2025-01-03,2025-01-02T18:30:00.000Z,2025-01-03T12:00:27.051Z,2025-01-03T12:00:27.051Z,0,,1758.6,03-Jan-2025,
70,670faaddd77fa3184131adf5,HDFCBANK,EQ,N,1707.95,1680.1,1680.1,1699.8,1700.45,1684.1,10235341,17387334812.9,1794.0,1363.55,244836,INE040A01034,2024-10-16,2024-10-15T18:30:00.000Z,2024-10-16T12:00:29.556Z,2024-10-16T12:00:29.556Z,0,,1698.75,16-Oct-2024,
71,6710fc7ee6e75841271b8e55,HDFCBANK,EQ,N,1697.65,1665.2,1694.95,1673.15,1672.7,1699.8,7347866,12316627212.9,1794.0,1363.55,199044,INE040A01034,2024-10-17,2024-10-16T18:30:00.000Z,2024-10-17T12:01:02.712Z,2024-10-17T12:01:02.712Z,0,,1676.22,17-Oct-2024,
72,67124de3c7e16b7ca76a1464,HDFCBANK,EQ,N,1691.0,1654.1,1663.1,1681.85,1684.8,1673.15,12404862,20776848848.9,1794.0,1363.55,232916,INE040A01034,2024-10-18,2024-10-17T18:30:00.000Z,2024-10-18T12:00:35.916Z,2024-10-18T12:00:35.916Z,0,,1674.9,18-Oct-2024,
73,6716425fcf7be881468b5bb1,HDFCBANK,EQ,N,1748.15,1711.05,1715.0,1728.7,1725.0,1681.85,23274177,40330032735.8,1794.0,1363.55,574448,INE040A01034,2024-10-21,2024-10-20T18:30:00.000Z,2024-10-21T12:00:31.406Z,2024-10-21T12:00:31.406Z,0,,1732.82,21-Oct-2024,
74,671793ddf67b3716574bb8e5,HDFCBANK,EQ,N,1740.0,1710.7,1730.05,1714.55,1714.8,1728.7,19437640,33467338354.45,1794.0,1363.55,411821,INE040A01034,2024-10-22,2024-10-21T18:30:00.000Z,2024-10-22T12:00:29.506Z,2024-10-22T12:00:29.506Z,0,,1721.78,22-Oct-2024,
75,6719035a2bfd5a3822f846f4,HDFCBANK,EQ,N,1746.5,1705.05,1705.05,1735.8,1736.2,1714.55,19018045,33021503108.55,1794.0,1363.55,386048,INE040A01034,2024-10-23,2024-10-22T18:30:00.000Z,2024-10-23T14:08:26.461Z,2024-10-23T14:08:26.461Z,0,,1736.32,23-Oct-2024,
76,671a36fe17c258206089fb51,HDFCBANK,EQ,N,1768.65,1738.1,1738.1,1749.65,1750.5,1735.8,15416129,27070510755.6,1794.0,1363.55,342755,INE040A01034,2024-10-24,2024-10-23T18:30:00.000Z,2024-10-24T12:01:02.456Z,2024-10-24T12:01:02.456Z,0,,1755.99,24-Oct-2024,
77,671bcefe9a9d50c68bb8bd13,HDFCBANK,EQ,N,1757.85,1728.7,1755.0,1743.4,1745.8,1749.65,13065239,22741861620.4,1794.0,1363.55,337950,INE040A01034,2024-10-25,2024-10-24T18:30:00.000Z,2024-10-25T17:01:50.106Z,2024-10-25T17:01:50.106Z,0,,1740.64,25-Oct-2024,
78,671f89dbe5651d531a1193d1,HDFCBANK,EQ,N,1751.0,1728.9,1742.0,1734.2,1737.0,1743.4,11006071,19130422535.5,1794.0,1363.55,334425,INE040A01034,2024-10-28,2024-10-27T18:30:00.000Z,2024-10-28T12:55:55.580Z,2024-10-28T12:55:55.580Z,0,,1738.17,28-Oct-2024,
